	host	virus	Infection
655	S. lentus	PG-2021_2	0
656	S. lentus	PG-2021_29	0
657	S. lentus	PG-2021_87	1
658	S. lentus	PG-2021_8	0
659	S. lentus	PG-2021_64	0
660	S. lentus	PG-2021_47	0
661	S. lentus	PG-2021_34	0
662	S. lentus	PG-2021_20	0
663	S. lentus	PG-2021_49	0
664	S. lentus	PG-2021_18	0
665	S. lentus	PG-2021_21	0
666	S. lentus	PG-2021_30	0
667	S. lentus	PG-2021_35	0
668	S. lentus	PG-2021_36	0
669	S. lentus	PG-2021_69	0
670	S. lentus	PG-2021_58	0
671	S. lentus	PG-2021_57	0
672	S. lentus	PG-2021_65	0
673	S. lentus	PG-2021_81	0
674	S. lentus	PG-2021_83	0
675	S. lentus	PG-2021_66	0
676	S. lentus	PG-2021_56	0
677	S. lentus	PG-2021_71	0
678	S. lentus	PG-2021_1	0
679	S. lentus	PG-2021_62	0
680	S. lentus	PG-2021_75	0
681	S. lentus	PG-2021_61	0
682	S. lentus	PG-2021_79	0
683	S. lentus	PG-2021_60	0
684	S. lentus	PG-2021_5	0
685	S. lentus	PG-2021_74	0
686	S. lentus	PG-2021_88	0
687	S. lentus	PG-2021_82	0
688	S. lentus	PG-2021_44	1
689	S. lentus	PG-2021_80	0
690	S. lentus	PG-2021_54	0
691	S. lentus	PG-2021_63	1
692	S. lentus	PG-2021_73	0
693	S. lentus	PG-2021_72	0
694	S. lentus	PG-2021_7	0
695	S. lentus	PG-2021_25	1
696	S. lentus	PG-2021_19	0
697	S. lentus	PG-2021_78	1
698	S. lentus	PG-2021_3	1
699	S. lentus	PG-2021_77	0
700	S. lentus	PG-2021_37	1
701	S. lentus	PG-2021_53	1
702	S. lentus	PG-2021_70	0
703	S. lentus	PG-2021_55	0
704	S. lentus	PG-2021_50	0
705	S. lentus	PG-2021_51	0
706	S. lentus	PG-2021_59	0
707	S. lentus	PG-2021_28	0
708	S. lentus	PG-2021_27	0
709	S. lentus	PG-2021_46	0
710	S. lentus	PG-2021_33	1
711	S. lentus	PG-2021_31	1
712	S. lentus	PG-2021_32	1
713	S. lentus	PG-2021_76	1
714	S. lentus	PG-2021_42	1
715	S. lentus	PG-2021_12	0
716	S. lentus	PG-2021_14	1
717	S. lentus	PG-2021_23	1
718	S. lentus	PG-2021_24	1
719	S. lentus	PG-2021_40	0
720	S. lentus	PG-2021_39	0
721	S. lentus	PG-2021_41	0
722	S. lentus	PG-2021_26	0
723	S. lentus	PG-2021_11	0
724	S. lentus	PG-2021_13	0
725	S. lentus	PG-2021_43	1
726	S. lentus	PG-2021_22	0
727	S. lentus	PG-2021_4	0
728	S. lentus	PG-2021_68	0
729	S. lentus	PG-2021_52	1
730	S. lentus	PG-2021_67	0
731	S. lentus	PG-2021_6	0
732	S. lentus	PG-2021_90	0
733	S. lentus	PG-2021_94	0
734	S. lentus	PG-2021_93	0
735	S. lentus	PG-2021_89	0
736	S. lugdunensis	PG-2021_9	1
737	S. lugdunensis	PG-2021_38	1
738	S. lugdunensis	PG-2021_16	1
739	S. lugdunensis	PG-2021_84	1
740	S. lugdunensis	PG-2021_15	1
741	S. lugdunensis	PG-2021_45	1
742	S. lugdunensis	PG-2021_17	1
743	S. lugdunensis	PG-2021_10	1
744	S. lugdunensis	PG-2021_86	1
745	S. lugdunensis	PG-2021_85	1
746	S. lugdunensis	PG-2021_48	1
747	S. lugdunensis	PG-2021_2	1
748	S. lugdunensis	PG-2021_29	1
749	S. lugdunensis	PG-2021_87	1
750	S. lugdunensis	PG-2021_8	1
751	S. lugdunensis	PG-2021_64	1
752	S. lugdunensis	PG-2021_47	1
753	S. lugdunensis	PG-2021_34	1
754	S. lugdunensis	PG-2021_20	1
755	S. lugdunensis	PG-2021_49	1
756	S. lugdunensis	PG-2021_18	1
757	S. lugdunensis	PG-2021_21	1
758	S. lugdunensis	PG-2021_30	1
759	S. lugdunensis	PG-2021_35	1
760	S. lugdunensis	PG-2021_36	1
761	S. lugdunensis	PG-2021_69	1
762	S. lugdunensis	PG-2021_58	1
763	S. lugdunensis	PG-2021_57	1
764	S. lugdunensis	PG-2021_65	1
765	S. lugdunensis	PG-2021_81	1
766	S. lugdunensis	PG-2021_83	1
767	S. lugdunensis	PG-2021_66	1
768	S. lugdunensis	PG-2021_56	1
769	S. lugdunensis	PG-2021_71	1
770	S. lugdunensis	PG-2021_1	1
771	S. lugdunensis	PG-2021_62	1
772	S. lugdunensis	PG-2021_75	1
773	S. lugdunensis	PG-2021_61	1
774	S. lugdunensis	PG-2021_79	1
775	S. lugdunensis	PG-2021_60	1
776	S. lugdunensis	PG-2021_5	1
777	S. lugdunensis	PG-2021_74	1
778	S. lugdunensis	PG-2021_88	1
779	S. lugdunensis	PG-2021_82	1
780	S. lugdunensis	PG-2021_44	1
781	S. lugdunensis	PG-2021_80	1
782	S. lugdunensis	PG-2021_54	1
783	S. lugdunensis	PG-2021_63	1
784	S. lugdunensis	PG-2021_73	1
785	S. lugdunensis	PG-2021_72	1
786	S. lugdunensis	PG-2021_7	1
787	S. lugdunensis	PG-2021_25	1
788	S. lugdunensis	PG-2021_19	1
789	S. lugdunensis	PG-2021_78	1
790	S. lugdunensis	PG-2021_3	1
791	S. lugdunensis	PG-2021_77	1
792	S. lugdunensis	PG-2021_37	1
793	S. lugdunensis	PG-2021_53	1
794	S. lugdunensis	PG-2021_70	1
795	S. lugdunensis	PG-2021_55	1
796	S. lugdunensis	PG-2021_50	1
797	S. lugdunensis	PG-2021_51	1
798	S. lugdunensis	PG-2021_59	1
799	S. lugdunensis	PG-2021_28	1
800	S. lugdunensis	PG-2021_27	1
801	S. lugdunensis	PG-2021_46	0
802	S. lugdunensis	PG-2021_33	0
803	S. lugdunensis	PG-2021_31	0
804	S. lugdunensis	PG-2021_32	0
805	S. lugdunensis	PG-2021_76	0
806	S. lugdunensis	PG-2021_42	0
807	S. lugdunensis	PG-2021_12	0
808	S. lugdunensis	PG-2021_14	0
809	S. lugdunensis	PG-2021_23	0
810	S. lugdunensis	PG-2021_24	0
811	S. lugdunensis	PG-2021_40	0
812	S. lugdunensis	PG-2021_39	0
813	S. lugdunensis	PG-2021_41	0
814	S. lugdunensis	PG-2021_26	0
815	S. lugdunensis	PG-2021_11	0
816	S. lugdunensis	PG-2021_13	0
817	S. lugdunensis	PG-2021_43	0
818	S. lugdunensis	PG-2021_22	0
819	S. lugdunensis	PG-2021_4	0
820	S. lugdunensis	PG-2021_68	0
821	S. lugdunensis	PG-2021_52	0
822	S. lugdunensis	PG-2021_67	0
823	S. lugdunensis	PG-2021_6	0
824	S. lugdunensis	PG-2021_90	0
825	S. lugdunensis	PG-2021_94	0
826	S. lugdunensis	PG-2021_93	0
827	S. lugdunensis	PG-2021_89	0
828	S. pasteuri	PG-2021_9	1
829	S. pasteuri	PG-2021_38	0
830	S. pasteuri	PG-2021_16	0
831	S. pasteuri	PG-2021_84	0
832	S. pasteuri	PG-2021_15	0
833	S. pasteuri	PG-2021_45	0
834	S. pasteuri	PG-2021_17	0
835	S. pasteuri	PG-2021_10	1
836	S. pasteuri	PG-2021_86	0
837	S. pasteuri	PG-2021_85	0
838	S. pasteuri	PG-2021_48	0
839	S. pasteuri	PG-2021_2	0
840	S. pasteuri	PG-2021_29	0
841	S. pasteuri	PG-2021_87	0
842	S. pasteuri	PG-2021_8	0
843	S. pasteuri	PG-2021_64	0
844	S. pasteuri	PG-2021_47	0
845	S. pasteuri	PG-2021_34	0
846	S. pasteuri	PG-2021_20	0
847	S. pasteuri	PG-2021_49	0
848	S. pasteuri	PG-2021_18	0
849	S. pasteuri	PG-2021_21	0
850	S. pasteuri	PG-2021_30	0
851	S. pasteuri	PG-2021_35	0
852	S. pasteuri	PG-2021_36	0
853	S. pasteuri	PG-2021_69	0
854	S. pasteuri	PG-2021_58	0
855	S. pasteuri	PG-2021_57	0
856	S. pasteuri	PG-2021_65	0
857	S. pasteuri	PG-2021_81	0
858	S. pasteuri	PG-2021_83	0
859	S. pasteuri	PG-2021_66	0
860	S. pasteuri	PG-2021_56	0
861	S. pasteuri	PG-2021_71	0
862	S. pasteuri	PG-2021_1	0
863	S. pasteuri	PG-2021_62	0
864	S. pasteuri	PG-2021_75	0
865	S. pasteuri	PG-2021_61	0
866	S. pasteuri	PG-2021_79	0
867	S. pasteuri	PG-2021_60	0
868	S. pasteuri	PG-2021_5	0
869	S. pasteuri	PG-2021_74	0
870	S. pasteuri	PG-2021_88	0
871	S. pasteuri	PG-2021_82	0
872	S. pasteuri	PG-2021_44	0
873	S. pasteuri	PG-2021_80	0
874	S. pasteuri	PG-2021_54	0
875	S. pasteuri	PG-2021_63	0
876	S. pasteuri	PG-2021_73	0
877	S. pasteuri	PG-2021_72	0
878	S. pasteuri	PG-2021_7	0
879	S. pasteuri	PG-2021_25	0
880	S. pasteuri	PG-2021_19	0
881	S. pasteuri	PG-2021_78	0
882	S. pasteuri	PG-2021_3	0
883	S. pasteuri	PG-2021_77	0
884	S. pasteuri	PG-2021_37	0
885	S. pasteuri	PG-2021_53	0
886	S. pasteuri	PG-2021_70	0
887	S. pasteuri	PG-2021_55	0
888	S. pasteuri	PG-2021_50	1
889	S. pasteuri	PG-2021_51	1
890	S. pasteuri	PG-2021_59	0
891	S. pasteuri	PG-2021_28	0
892	S. pasteuri	PG-2021_27	0
893	S. pasteuri	PG-2021_46	0
894	S. pasteuri	PG-2021_33	0
895	S. pasteuri	PG-2021_31	0
896	S. pasteuri	PG-2021_32	0
897	S. pasteuri	PG-2021_76	0
898	S. pasteuri	PG-2021_42	0
899	S. pasteuri	PG-2021_12	0
900	S. pasteuri	PG-2021_14	0
901	S. pasteuri	PG-2021_23	0
902	S. pasteuri	PG-2021_24	0
903	S. pasteuri	PG-2021_40	0
904	S. pasteuri	PG-2021_39	0
905	S. pasteuri	PG-2021_41	0
906	S. pasteuri	PG-2021_26	0
907	S. pasteuri	PG-2021_11	0
908	S. pasteuri	PG-2021_13	0
909	S. pasteuri	PG-2021_43	0
910	S. pasteuri	PG-2021_22	0
911	S. pasteuri	PG-2021_4	0
912	S. pasteuri	PG-2021_68	0
913	S. pasteuri	PG-2021_52	0
914	S. pasteuri	PG-2021_67	0
915	S. pasteuri	PG-2021_6	0
916	S. pasteuri	PG-2021_90	0
917	S. pasteuri	PG-2021_94	0
918	S. pasteuri	PG-2021_93	0
919	S. pasteuri	PG-2021_89	0
920	S. schleiferi	PG-2021_9	1
921	S. schleiferi	PG-2021_38	1
922	S. schleiferi	PG-2021_16	1
923	S. schleiferi	PG-2021_84	1
924	S. schleiferi	PG-2021_15	1
925	S. schleiferi	PG-2021_45	1
926	S. schleiferi	PG-2021_17	1
927	S. schleiferi	PG-2021_10	1
928	S. schleiferi	PG-2021_86	1
929	S. schleiferi	PG-2021_85	1
930	S. schleiferi	PG-2021_48	1
931	S. schleiferi	PG-2021_2	1
932	S. schleiferi	PG-2021_29	1
933	S. schleiferi	PG-2021_87	1
934	S. schleiferi	PG-2021_8	1
935	S. schleiferi	PG-2021_64	1
936	S. schleiferi	PG-2021_47	1
937	S. schleiferi	PG-2021_34	1
938	S. schleiferi	PG-2021_20	1
939	S. schleiferi	PG-2021_49	1
940	S. schleiferi	PG-2021_18	1
941	S. schleiferi	PG-2021_21	1
942	S. schleiferi	PG-2021_30	1
943	S. schleiferi	PG-2021_35	1
944	S. schleiferi	PG-2021_36	1
945	S. schleiferi	PG-2021_69	1
946	S. schleiferi	PG-2021_58	1
947	S. schleiferi	PG-2021_57	1
948	S. schleiferi	PG-2021_65	1
949	S. schleiferi	PG-2021_81	1
950	S. schleiferi	PG-2021_83	1
951	S. schleiferi	PG-2021_66	1
952	S. schleiferi	PG-2021_56	1
953	S. schleiferi	PG-2021_71	1
954	S. schleiferi	PG-2021_1	1
955	S. schleiferi	PG-2021_62	1
956	S. schleiferi	PG-2021_75	1
957	S. schleiferi	PG-2021_61	1
958	S. schleiferi	PG-2021_79	1
959	S. schleiferi	PG-2021_60	1
960	S. schleiferi	PG-2021_5	1
961	S. schleiferi	PG-2021_74	1
962	S. schleiferi	PG-2021_88	1
963	S. schleiferi	PG-2021_82	1
964	S. schleiferi	PG-2021_44	1
965	S. schleiferi	PG-2021_80	1
966	S. schleiferi	PG-2021_54	1
967	S. schleiferi	PG-2021_63	1
968	S. schleiferi	PG-2021_73	1
969	S. schleiferi	PG-2021_72	1
970	S. schleiferi	PG-2021_7	1
971	S. schleiferi	PG-2021_25	1
972	S. schleiferi	PG-2021_19	1
973	S. schleiferi	PG-2021_78	1
974	S. schleiferi	PG-2021_3	1
975	S. schleiferi	PG-2021_77	1
976	S. schleiferi	PG-2021_37	1
977	S. schleiferi	PG-2021_53	1
978	S. schleiferi	PG-2021_70	0
979	S. schleiferi	PG-2021_55	0
980	S. schleiferi	PG-2021_50	0
981	S. schleiferi	PG-2021_51	0
982	S. schleiferi	PG-2021_59	0
983	S. schleiferi	PG-2021_28	0
984	S. schleiferi	PG-2021_27	0
985	S. schleiferi	PG-2021_46	1
986	S. schleiferi	PG-2021_33	1
987	S. schleiferi	PG-2021_31	1
988	S. schleiferi	PG-2021_32	1
989	S. schleiferi	PG-2021_76	1
990	S. schleiferi	PG-2021_42	0
991	S. schleiferi	PG-2021_12	0
992	S. schleiferi	PG-2021_14	0
993	S. schleiferi	PG-2021_23	0
994	S. schleiferi	PG-2021_24	0
995	S. schleiferi	PG-2021_40	0
996	S. schleiferi	PG-2021_39	0
997	S. schleiferi	PG-2021_41	0
998	S. schleiferi	PG-2021_26	0
999	S. schleiferi	PG-2021_11	0
1000	S. schleiferi	PG-2021_13	0
1001	S. schleiferi	PG-2021_43	0
1002	S. schleiferi	PG-2021_22	0
1003	S. schleiferi	PG-2021_4	0
1004	S. schleiferi	PG-2021_68	0
1005	S. schleiferi	PG-2021_52	0
1006	S. schleiferi	PG-2021_67	0
1007	S. schleiferi	PG-2021_6	0
1008	S. schleiferi	PG-2021_90	0
1009	S. schleiferi	PG-2021_94	0
1010	S. schleiferi	PG-2021_93	0
1011	S. schleiferi	PG-2021_89	0
1012	S. sciuri	PG-2021_9	1
1013	S. sciuri	PG-2021_38	0
1014	S. sciuri	PG-2021_16	0
1015	S. sciuri	PG-2021_84	1
1016	S. sciuri	PG-2021_15	0
1017	S. sciuri	PG-2021_45	0
1018	S. sciuri	PG-2021_17	1
1019	S. sciuri	PG-2021_10	1
1020	S. sciuri	PG-2021_86	0
1021	S. sciuri	PG-2021_85	0
1022	S. sciuri	PG-2021_48	0
1023	S. sciuri	PG-2021_2	0
1024	S. sciuri	PG-2021_29	1
1025	S. sciuri	PG-2021_87	1
1026	S. sciuri	PG-2021_8	0
1027	S. sciuri	PG-2021_64	0
1028	S. sciuri	PG-2021_47	0
1029	S. sciuri	PG-2021_34	0
1030	S. sciuri	PG-2021_20	0
1031	S. sciuri	PG-2021_49	0
1032	S. sciuri	PG-2021_18	0
1033	S. sciuri	PG-2021_21	0
1034	S. sciuri	PG-2021_30	0
1035	S. sciuri	PG-2021_35	0
1036	S. sciuri	PG-2021_36	0
1037	S. sciuri	PG-2021_69	1
1038	S. sciuri	PG-2021_58	1
1039	S. sciuri	PG-2021_57	1
1040	S. sciuri	PG-2021_65	1
1041	S. sciuri	PG-2021_81	1
1042	S. sciuri	PG-2021_83	1
1043	S. sciuri	PG-2021_66	1
1044	S. sciuri	PG-2021_56	0
1045	S. sciuri	PG-2021_71	1
1046	S. sciuri	PG-2021_1	1
1047	S. sciuri	PG-2021_62	1
1048	S. sciuri	PG-2021_75	1
1049	S. sciuri	PG-2021_61	1
1050	S. sciuri	PG-2021_79	1
1051	S. sciuri	PG-2021_60	1
1052	S. sciuri	PG-2021_5	1
1053	S. sciuri	PG-2021_74	1
1054	S. sciuri	PG-2021_88	1
1055	S. sciuri	PG-2021_82	0
1056	S. sciuri	PG-2021_44	1
1057	S. sciuri	PG-2021_80	1
1058	S. sciuri	PG-2021_54	1
1059	S. sciuri	PG-2021_63	0
1060	S. sciuri	PG-2021_73	1
1061	S. sciuri	PG-2021_72	1
1062	S. sciuri	PG-2021_7	0
1063	S. sciuri	PG-2021_25	0
1064	S. sciuri	PG-2021_19	0
1065	S. sciuri	PG-2021_78	0
1066	S. sciuri	PG-2021_3	0
1067	S. sciuri	PG-2021_77	0
1068	S. sciuri	PG-2021_37	0
1069	S. sciuri	PG-2021_53	0
1070	S. sciuri	PG-2021_70	1
1071	S. sciuri	PG-2021_55	1
1072	S. sciuri	PG-2021_50	0
1073	S. sciuri	PG-2021_51	0
1074	S. sciuri	PG-2021_59	0
1075	S. sciuri	PG-2021_28	0
1076	S. sciuri	PG-2021_27	0
1077	S. sciuri	PG-2021_46	1
1078	S. sciuri	PG-2021_33	1
1079	S. sciuri	PG-2021_31	1
1080	S. sciuri	PG-2021_32	1
1081	S. sciuri	PG-2021_76	1
1082	S. sciuri	PG-2021_42	1
1083	S. sciuri	PG-2021_12	1
1084	S. sciuri	PG-2021_14	1
1085	S. sciuri	PG-2021_23	1
1086	S. sciuri	PG-2021_24	1
1087	S. sciuri	PG-2021_40	1
1088	S. sciuri	PG-2021_39	1
1089	S. sciuri	PG-2021_41	1
1090	S. sciuri	PG-2021_26	1
1091	S. sciuri	PG-2021_11	1
1092	S. sciuri	PG-2021_13	1
1093	S. sciuri	PG-2021_43	1
1094	S. sciuri	PG-2021_22	1
1095	S. sciuri	PG-2021_4	1
1096	S. sciuri	PG-2021_68	1
1097	S. sciuri	PG-2021_52	1
1098	S. sciuri	PG-2021_67	1
1099	S. sciuri	PG-2021_6	1
1100	S. sciuri	PG-2021_90	1
1101	S. sciuri	PG-2021_94	0
1102	S. sciuri	PG-2021_93	0
1103	S. sciuri	PG-2021_89	0
1104	S. succinus	PG-2021_9	1
1105	S. succinus	PG-2021_38	1
1106	S. succinus	PG-2021_16	1
1107	S. succinus	PG-2021_84	1
1108	S. succinus	PG-2021_15	1
1109	S. succinus	PG-2021_45	1
1110	S. succinus	PG-2021_17	1
1111	S. succinus	PG-2021_10	1
1112	S. succinus	PG-2021_86	1
1113	S. succinus	PG-2021_85	1
1114	S. succinus	PG-2021_48	1
1115	S. succinus	PG-2021_2	1
1116	S. succinus	PG-2021_29	1
1117	S. succinus	PG-2021_87	1
1118	S. succinus	PG-2021_8	1
1119	S. succinus	PG-2021_64	1
1120	S. succinus	PG-2021_47	1
1121	S. succinus	PG-2021_34	1
1122	S. succinus	PG-2021_20	1
1123	S. succinus	PG-2021_49	1
1124	S. succinus	PG-2021_18	1
1125	S. succinus	PG-2021_21	1
1126	S. succinus	PG-2021_30	1
1127	S. succinus	PG-2021_35	1
1128	S. succinus	PG-2021_36	1
1129	S. succinus	PG-2021_69	0
1130	S. succinus	PG-2021_58	0
1131	S. succinus	PG-2021_57	0
1132	S. succinus	PG-2021_65	0
1133	S. succinus	PG-2021_81	0
1134	S. succinus	PG-2021_83	0
1135	S. succinus	PG-2021_66	0
1136	S. succinus	PG-2021_56	0
1137	S. succinus	PG-2021_71	0
1138	S. succinus	PG-2021_1	0
1139	S. succinus	PG-2021_62	0
1140	S. succinus	PG-2021_75	0
1141	S. succinus	PG-2021_61	0
1142	S. succinus	PG-2021_79	0
1143	S. succinus	PG-2021_60	0
1144	S. succinus	PG-2021_5	0
1145	S. succinus	PG-2021_74	0
1146	S. succinus	PG-2021_88	0
1147	S. succinus	PG-2021_82	0
1148	S. succinus	PG-2021_44	0
1149	S. succinus	PG-2021_80	0
1150	S. succinus	PG-2021_54	0
1151	S. succinus	PG-2021_63	1
1152	S. succinus	PG-2021_73	0
1153	S. succinus	PG-2021_72	0
1154	S. succinus	PG-2021_7	1
1155	S. succinus	PG-2021_25	1
1156	S. succinus	PG-2021_19	1
1157	S. succinus	PG-2021_78	1
1158	S. succinus	PG-2021_3	1
1159	S. succinus	PG-2021_77	1
1160	S. succinus	PG-2021_37	1
1161	S. succinus	PG-2021_53	1
1162	S. succinus	PG-2021_70	0
1163	S. succinus	PG-2021_55	0
1164	S. succinus	PG-2021_50	1
1165	S. succinus	PG-2021_51	1
1166	S. succinus	PG-2021_59	0
1167	S. succinus	PG-2021_28	1
1168	S. succinus	PG-2021_27	0
1169	S. succinus	PG-2021_46	0
1170	S. succinus	PG-2021_33	1
1171	S. succinus	PG-2021_31	1
1172	S. succinus	PG-2021_32	1
1173	S. succinus	PG-2021_76	0
1174	S. succinus	PG-2021_42	0
1175	S. succinus	PG-2021_12	0
1176	S. succinus	PG-2021_14	0
1177	S. succinus	PG-2021_23	0
1178	S. succinus	PG-2021_24	0
1179	S. succinus	PG-2021_40	0
1180	S. succinus	PG-2021_39	0
1181	S. succinus	PG-2021_41	0
1182	S. succinus	PG-2021_26	0
1183	S. succinus	PG-2021_11	0
1184	S. succinus	PG-2021_13	0
1185	S. succinus	PG-2021_43	0
1186	S. succinus	PG-2021_22	0
1187	S. succinus	PG-2021_4	0
1188	S. succinus	PG-2021_68	0
1189	S. succinus	PG-2021_52	0
1190	S. succinus	PG-2021_67	0
1191	S. succinus	PG-2021_6	0
1192	S. succinus	PG-2021_90	0
1193	S. succinus	PG-2021_94	0
1194	S. succinus	PG-2021_93	0
1195	S. succinus	PG-2021_89	0
1196	S. vitulinus	PG-2021_9	1
1197	S. vitulinus	PG-2021_38	1
1198	S. vitulinus	PG-2021_16	1
1199	S. vitulinus	PG-2021_84	1
1200	S. vitulinus	PG-2021_15	1
1201	S. vitulinus	PG-2021_45	1
1202	S. vitulinus	PG-2021_17	1
1203	S. vitulinus	PG-2021_10	1
1204	S. vitulinus	PG-2021_86	1
1205	S. vitulinus	PG-2021_85	1
1206	S. vitulinus	PG-2021_48	1
1207	S. vitulinus	PG-2021_2	1
1208	S. vitulinus	PG-2021_29	1
1209	S. vitulinus	PG-2021_87	1
1210	S. vitulinus	PG-2021_8	1
1211	S. vitulinus	PG-2021_64	1
1212	S. vitulinus	PG-2021_47	1
1213	S. vitulinus	PG-2021_34	1
1214	S. vitulinus	PG-2021_20	1
1215	S. vitulinus	PG-2021_49	1
1216	S. vitulinus	PG-2021_18	1
1217	S. vitulinus	PG-2021_21	1
1218	S. vitulinus	PG-2021_30	1
1219	S. vitulinus	PG-2021_35	1
1220	S. vitulinus	PG-2021_36	1
1221	S. vitulinus	PG-2021_69	0
1222	S. vitulinus	PG-2021_58	0
1223	S. vitulinus	PG-2021_57	0
1224	S. vitulinus	PG-2021_65	0
1225	S. vitulinus	PG-2021_81	0
1226	S. vitulinus	PG-2021_83	0
1227	S. vitulinus	PG-2021_66	0
1228	S. vitulinus	PG-2021_56	0
1229	S. vitulinus	PG-2021_71	0
1230	S. vitulinus	PG-2021_1	0
1231	S. vitulinus	PG-2021_62	0
1232	S. vitulinus	PG-2021_75	0
1233	S. vitulinus	PG-2021_61	0
1234	S. vitulinus	PG-2021_79	0
1235	S. vitulinus	PG-2021_60	0
1236	S. vitulinus	PG-2021_5	0
1237	S. vitulinus	PG-2021_74	0
1238	S. vitulinus	PG-2021_88	0
1239	S. vitulinus	PG-2021_82	0
1240	S. vitulinus	PG-2021_44	1
1241	S. vitulinus	PG-2021_80	0
1242	S. vitulinus	PG-2021_54	0
1243	S. vitulinus	PG-2021_63	1
1244	S. vitulinus	PG-2021_73	0
1245	S. vitulinus	PG-2021_72	0
1246	S. vitulinus	PG-2021_7	1
1247	S. vitulinus	PG-2021_25	1
1248	S. vitulinus	PG-2021_19	1
1249	S. vitulinus	PG-2021_78	1
1250	S. vitulinus	PG-2021_3	1
1251	S. vitulinus	PG-2021_77	1
1252	S. vitulinus	PG-2021_37	1
1253	S. vitulinus	PG-2021_53	1
1254	S. vitulinus	PG-2021_70	0
1255	S. vitulinus	PG-2021_55	0
1256	S. vitulinus	PG-2021_50	1
1257	S. vitulinus	PG-2021_51	1
1258	S. vitulinus	PG-2021_59	0
1259	S. vitulinus	PG-2021_28	1
1260	S. vitulinus	PG-2021_27	1
1261	S. vitulinus	PG-2021_46	1
1262	S. vitulinus	PG-2021_33	1
1263	S. vitulinus	PG-2021_31	1
1264	S. vitulinus	PG-2021_32	1
1265	S. vitulinus	PG-2021_76	1
1266	S. vitulinus	PG-2021_42	1
1267	S. vitulinus	PG-2021_12	1
1268	S. vitulinus	PG-2021_14	1
1269	S. vitulinus	PG-2021_23	1
1270	S. vitulinus	PG-2021_24	1
1271	S. vitulinus	PG-2021_40	1
1272	S. vitulinus	PG-2021_39	1
1273	S. vitulinus	PG-2021_41	1
1274	S. vitulinus	PG-2021_26	1
1275	S. vitulinus	PG-2021_11	1
1276	S. vitulinus	PG-2021_13	1
1277	S. vitulinus	PG-2021_43	1
1278	S. vitulinus	PG-2021_22	1
1279	S. vitulinus	PG-2021_4	0
1280	S. vitulinus	PG-2021_68	0
1281	S. vitulinus	PG-2021_52	0
1282	S. vitulinus	PG-2021_67	0
1283	S. vitulinus	PG-2021_6	0
1284	S. vitulinus	PG-2021_90	0
1285	S. vitulinus	PG-2021_94	0
1286	S. vitulinus	PG-2021_93	0
